"ID","x","y"
584,371021.659,2819492.72
585,376021.659,2819492.72
586,381021.659,2819492.72
587,386021.659,2819492.72
588,391021.659,2819492.72
589,396021.659,2819492.72
590,401021.659,2819492.72
591,406021.659,2819492.72
592,411021.659,2819492.72
593,416021.659,2819492.72
594,421021.659,2819492.72
595,426021.659,2819492.72
596,431021.659,2819492.72
597,436021.659,2819492.72
598,441021.659,2819492.72
599,446021.659,2819492.72
600,451021.659,2819492.72
601,456021.659,2819492.72
602,461021.659,2819492.72
603,466021.659,2819492.72
604,471021.659,2819492.72
605,476021.659,2819492.72
606,481021.659,2819492.72
607,486021.659,2819492.72
608,381021.659,2814492.72
609,386021.659,2814492.72
610,391021.659,2814492.72
611,396021.659,2814492.72
612,401021.659,2814492.72
613,406021.659,2814492.72
614,411021.659,2814492.72
615,416021.659,2814492.72
616,421021.659,2814492.72
617,426021.659,2814492.72
618,431021.659,2814492.72
619,436021.659,2814492.72
620,441021.659,2814492.72
621,446021.659,2814492.72
622,451021.659,2814492.72
623,456021.659,2814492.72
624,461021.659,2814492.72
625,466021.659,2814492.72
626,471021.659,2814492.72
627,476021.659,2814492.72
628,481021.659,2814492.72
629,486021.659,2814492.72
630,381021.659,2809492.72
631,386021.659,2809492.72
632,391021.659,2809492.72
633,396021.659,2809492.72
634,401021.659,2809492.72
635,406021.659,2809492.72
636,411021.659,2809492.72
637,416021.659,2809492.72
638,421021.659,2809492.72
639,426021.659,2809492.72
640,431021.659,2809492.72
641,436021.659,2809492.72
642,441021.659,2809492.72
643,446021.659,2809492.72
644,451021.659,2809492.72
645,456021.659,2809492.72
646,461021.659,2809492.72
647,466021.659,2809492.72
648,471021.659,2809492.72
649,476021.659,2809492.72
650,481021.659,2809492.72
651,381021.659,2804492.72
652,386021.659,2804492.72
653,391021.659,2804492.72
654,396021.659,2804492.72
655,401021.659,2804492.72
656,406021.659,2804492.72
657,411021.659,2804492.72
658,416021.659,2804492.72
659,421021.659,2804492.72
660,426021.659,2804492.72
661,431021.659,2804492.72
662,436021.659,2804492.72
663,441021.659,2804492.72
664,446021.659,2804492.72
665,451021.659,2804492.72
666,456021.659,2804492.72
667,461021.659,2804492.72
668,466021.659,2804492.72
669,471021.659,2804492.72
670,476021.659,2804492.72
671,481021.659,2804492.72
672,386021.659,2799492.72
673,391021.659,2799492.72
674,396021.659,2799492.72
675,401021.659,2799492.72
676,406021.659,2799492.72
677,411021.659,2799492.72
678,416021.659,2799492.72
679,421021.659,2799492.72
680,426021.659,2799492.72
681,431021.659,2799492.72
682,436021.659,2799492.72
683,441021.659,2799492.72
684,446021.659,2799492.72
685,451021.659,2799492.72
686,456021.659,2799492.72
687,461021.659,2799492.72
688,466021.659,2799492.72
689,471021.659,2799492.72
690,476021.659,2799492.72
691,481021.659,2799492.72
692,486021.659,2799492.72
693,491021.659,2799492.72
694,496021.659,2799492.72
695,396021.659,2794492.72
696,401021.659,2794492.72
697,406021.659,2794492.72
698,411021.659,2794492.72
699,416021.659,2794492.72
700,421021.659,2794492.72
701,426021.659,2794492.72
702,431021.659,2794492.72
703,436021.659,2794492.72
704,441021.659,2794492.72
705,446021.659,2794492.72
706,451021.659,2794492.72
707,456021.659,2794492.72
708,461021.659,2794492.72
709,466021.659,2794492.72
710,471021.659,2794492.72
711,476021.659,2794492.72
712,481021.659,2794492.72
713,486021.659,2794492.72
714,491021.659,2794492.72
715,496021.659,2794492.72
716,501021.659,2794492.72
717,506021.659,2794492.72
718,341021.659,2789492.72
719,346021.659,2789492.72
720,351021.659,2789492.72
721,356021.659,2789492.72
722,361021.659,2789492.72
723,366021.659,2789492.72
724,371021.659,2789492.72
725,381021.659,2789492.72
726,386021.659,2789492.72
727,391021.659,2789492.72
728,396021.659,2789492.72
729,401021.659,2789492.72
730,406021.659,2789492.72
731,411021.659,2789492.72
732,416021.659,2789492.72
733,421021.659,2789492.72
734,426021.659,2789492.72
735,431021.659,2789492.72
736,436021.659,2789492.72
737,441021.659,2789492.72
738,446021.659,2789492.72
739,451021.659,2789492.72
740,456021.659,2789492.72
741,461021.659,2789492.72
742,466021.659,2789492.72
743,471021.659,2789492.72
744,476021.659,2789492.72
745,481021.659,2789492.72
746,486021.659,2789492.72
747,491021.659,2789492.72
748,496021.659,2789492.72
749,501021.659,2789492.72
750,506021.659,2789492.72
751,511021.659,2789492.72
752,516021.659,2789492.72
753,521021.659,2789492.72
754,526021.659,2789492.72
755,606021.659,2789492.72
756,611021.659,2789492.72
757,616021.659,2789492.72
758,621021.659,2789492.72
759,626021.659,2789492.72
760,631021.659,2789492.72
761,701021.659,2789492.72
762,706021.659,2789492.72
763,341021.659,2784492.72
764,346021.659,2784492.72
765,351021.659,2784492.72
766,356021.659,2784492.72
767,361021.659,2784492.72
768,366021.659,2784492.72
769,371021.659,2784492.72
770,376021.659,2784492.72
771,381021.659,2784492.72
772,386021.659,2784492.72
773,391021.659,2784492.72
774,396021.659,2784492.72
775,401021.659,2784492.72
776,406021.659,2784492.72
777,411021.659,2784492.72
778,416021.659,2784492.72
779,421021.659,2784492.72
780,426021.659,2784492.72
781,431021.659,2784492.72
782,436021.659,2784492.72
783,441021.659,2784492.72
784,446021.659,2784492.72
785,451021.659,2784492.72
786,456021.659,2784492.72
787,461021.659,2784492.72
788,466021.659,2784492.72
789,471021.659,2784492.72
790,476021.659,2784492.72
791,481021.659,2784492.72
792,486021.659,2784492.72
793,491021.659,2784492.72
794,496021.659,2784492.72
795,501021.659,2784492.72
796,506021.659,2784492.72
797,511021.659,2784492.72
798,516021.659,2784492.72
799,521021.659,2784492.72
800,526021.659,2784492.72
801,531021.659,2784492.72
802,536021.659,2784492.72
803,541021.659,2784492.72
804,546021.659,2784492.72
805,551021.659,2784492.72
806,556021.659,2784492.72
807,561021.659,2784492.72
808,566021.659,2784492.72
809,571021.659,2784492.72
810,576021.659,2784492.72
811,581021.659,2784492.72
812,586021.659,2784492.72
813,591021.659,2784492.72
814,596021.659,2784492.72
815,601021.659,2784492.72
816,606021.659,2784492.72
817,611021.659,2784492.72
818,616021.659,2784492.72
819,621021.659,2784492.72
820,626021.659,2784492.72
821,631021.659,2784492.72
822,636021.659,2784492.72
823,641021.659,2784492.72
824,646021.659,2784492.72
825,651021.659,2784492.72
826,656021.659,2784492.72
827,661021.659,2784492.72
828,671021.659,2784492.72
829,676021.659,2784492.72
830,681021.659,2784492.72
831,686021.659,2784492.72
832,691021.659,2784492.72
833,696021.659,2784492.72
834,701021.659,2784492.72
835,706021.659,2784492.72
836,711021.659,2784492.72
837,716021.659,2784492.72
838,341021.659,2779492.72
839,346021.659,2779492.72
840,351021.659,2779492.72
841,356021.659,2779492.72
842,361021.659,2779492.72
843,366021.659,2779492.72
844,371021.659,2779492.72
845,376021.659,2779492.72
846,381021.659,2779492.72
847,386021.659,2779492.72
848,391021.659,2779492.72
849,396021.659,2779492.72
850,401021.659,2779492.72
851,406021.659,2779492.72
852,411021.659,2779492.72
853,416021.659,2779492.72
854,421021.659,2779492.72
855,426021.659,2779492.72
856,431021.659,2779492.72
857,436021.659,2779492.72
858,441021.659,2779492.72
859,446021.659,2779492.72
860,451021.659,2779492.72
861,456021.659,2779492.72
862,461021.659,2779492.72
863,466021.659,2779492.72
864,471021.659,2779492.72
865,476021.659,2779492.72
866,481021.659,2779492.72
867,486021.659,2779492.72
868,491021.659,2779492.72
869,496021.659,2779492.72
870,501021.659,2779492.72
871,506021.659,2779492.72
872,511021.659,2779492.72
873,516021.659,2779492.72
874,521021.659,2779492.72
875,526021.659,2779492.72
876,531021.659,2779492.72
877,536021.659,2779492.72
878,541021.659,2779492.72
879,546021.659,2779492.72
880,551021.659,2779492.72
881,556021.659,2779492.72
882,561021.659,2779492.72
883,566021.659,2779492.72
884,571021.659,2779492.72
885,576021.659,2779492.72
886,581021.659,2779492.72
887,586021.659,2779492.72
888,591021.659,2779492.72
889,596021.659,2779492.72
890,601021.659,2779492.72
891,606021.659,2779492.72
892,611021.659,2779492.72
893,616021.659,2779492.72
894,621021.659,2779492.72
895,626021.659,2779492.72
896,631021.659,2779492.72
897,636021.659,2779492.72
898,641021.659,2779492.72
899,646021.659,2779492.72
900,651021.659,2779492.72
901,656021.659,2779492.72
902,661021.659,2779492.72
903,666021.659,2779492.72
904,671021.659,2779492.72
905,676021.659,2779492.72
906,681021.659,2779492.72
907,686021.659,2779492.72
908,691021.659,2779492.72
909,696021.659,2779492.72
910,701021.659,2779492.72
911,706021.659,2779492.72
912,711021.659,2779492.72
913,716021.659,2779492.72
914,721021.659,2779492.72
915,726021.659,2779492.72
916,341021.659,2774492.72
917,346021.659,2774492.72
918,351021.659,2774492.72
919,356021.659,2774492.72
920,361021.659,2774492.72
921,366021.659,2774492.72
922,371021.659,2774492.72
923,376021.659,2774492.72
924,381021.659,2774492.72
925,386021.659,2774492.72
926,391021.659,2774492.72
927,396021.659,2774492.72
928,401021.659,2774492.72
929,406021.659,2774492.72
930,411021.659,2774492.72
931,416021.659,2774492.72
932,421021.659,2774492.72
933,426021.659,2774492.72
934,431021.659,2774492.72
935,436021.659,2774492.72
936,441021.659,2774492.72
937,446021.659,2774492.72
938,451021.659,2774492.72
939,456021.659,2774492.72
940,461021.659,2774492.72
941,466021.659,2774492.72
942,471021.659,2774492.72
943,476021.659,2774492.72
944,481021.659,2774492.72
945,486021.659,2774492.72
946,491021.659,2774492.72
947,496021.659,2774492.72
948,501021.659,2774492.72
949,506021.659,2774492.72
950,511021.659,2774492.72
951,516021.659,2774492.72
952,521021.659,2774492.72
953,526021.659,2774492.72
954,531021.659,2774492.72
955,536021.659,2774492.72
956,541021.659,2774492.72
957,546021.659,2774492.72
958,551021.659,2774492.72
959,556021.659,2774492.72
960,561021.659,2774492.72
961,566021.659,2774492.72
962,571021.659,2774492.72
963,576021.659,2774492.72
964,581021.659,2774492.72
965,586021.659,2774492.72
966,591021.659,2774492.72
967,596021.659,2774492.72
968,601021.659,2774492.72
969,606021.659,2774492.72
970,611021.659,2774492.72
971,616021.659,2774492.72
972,621021.659,2774492.72
973,626021.659,2774492.72
974,631021.659,2774492.72
975,636021.659,2774492.72
976,641021.659,2774492.72
977,646021.659,2774492.72
978,651021.659,2774492.72
979,656021.659,2774492.72
980,661021.659,2774492.72
981,666021.659,2774492.72
982,671021.659,2774492.72
983,676021.659,2774492.72
984,681021.659,2774492.72
985,686021.659,2774492.72
986,691021.659,2774492.72
987,696021.659,2774492.72
988,701021.659,2774492.72
989,706021.659,2774492.72
990,711021.659,2774492.72
991,716021.659,2774492.72
992,721021.659,2774492.72
993,726021.659,2774492.72
994,731021.659,2774492.72
995,736021.659,2774492.72
996,741021.659,2774492.72
997,341021.659,2769492.72
998,346021.659,2769492.72
999,351021.659,2769492.72
1000,356021.659,2769492.72
1001,361021.659,2769492.72
1002,366021.659,2769492.72
1003,371021.659,2769492.72
1004,376021.659,2769492.72
1005,381021.659,2769492.72
1006,386021.659,2769492.72
1007,391021.659,2769492.72
1008,396021.659,2769492.72
1009,401021.659,2769492.72
1010,406021.659,2769492.72
1011,411021.659,2769492.72
1012,416021.659,2769492.72
1013,421021.659,2769492.72
1014,426021.659,2769492.72
1015,431021.659,2769492.72
1016,436021.659,2769492.72
1017,441021.659,2769492.72
1018,446021.659,2769492.72
1019,451021.659,2769492.72
1020,456021.659,2769492.72
1021,461021.659,2769492.72
1022,466021.659,2769492.72
1023,471021.659,2769492.72
1024,476021.659,2769492.72
1025,481021.659,2769492.72
1026,486021.659,2769492.72
1027,491021.659,2769492.72
1028,496021.659,2769492.72
1029,501021.659,2769492.72
1030,506021.659,2769492.72
1031,511021.659,2769492.72
1032,516021.659,2769492.72
1033,521021.659,2769492.72
1034,526021.659,2769492.72
1035,531021.659,2769492.72
1036,536021.659,2769492.72
1037,541021.659,2769492.72
1038,546021.659,2769492.72
1039,551021.659,2769492.72
1040,556021.659,2769492.72
1041,561021.659,2769492.72
1042,566021.659,2769492.72
1043,571021.659,2769492.72
1044,576021.659,2769492.72
1045,581021.659,2769492.72
1046,586021.659,2769492.72
1047,591021.659,2769492.72
1048,596021.659,2769492.72
1049,601021.659,2769492.72
1050,606021.659,2769492.72
1051,611021.659,2769492.72
1052,616021.659,2769492.72
1053,621021.659,2769492.72
1054,626021.659,2769492.72
1055,631021.659,2769492.72
1056,636021.659,2769492.72
1057,641021.659,2769492.72
1058,646021.659,2769492.72
1059,651021.659,2769492.72
1060,656021.659,2769492.72
1061,661021.659,2769492.72
1062,666021.659,2769492.72
1063,671021.659,2769492.72
1064,676021.659,2769492.72
1065,681021.659,2769492.72
1066,686021.659,2769492.72
1067,691021.659,2769492.72
1068,696021.659,2769492.72
1069,701021.659,2769492.72
1070,706021.659,2769492.72
